id,advertiser_id,type,title,description,affiliate_url,image_url,photographer_author,created_at,sort_order,featured,advertiser_name
aca0e76a-3a1b-490e-bd51-8d8024d0fe2c,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Discover Alfred Stieglitz's groundbreaking Camera Work""}","{""en"":""Discover Alfred Stieglitz's groundbreaking Camera Work - a beautifully curated multilingual hardcover collecting iconic photographs and essays. Explore images that shaped modern photography and own a timeless collector's edition.""}",https://amzn.to/4aiZTKK,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/alfred-stieglitz/books/alfred-stieglitz-camera-work_book.webp,Alfred Stieglitz,2026-05-22 22:47:36.225536+00,0,false,Amazon
af714dc3-e6cd-41a8-be90-995c9ec7e14d,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Anne Brigman: A Visionary in Modern Photography""}","{""en"":""Anne Brigman: A Visionary in Modern Photography — Hardcover (Apr 22, 2020). Catalogue of the major retrospective exploring Brigman's pioneering role as a feminist and pictorialist photographer.""}",https://amzn.to/4oUJNuk,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/anne-brigmann/books/anne-brigmann-a-visionary-of-modern-photography_book.webp,Anne Brigman,2026-05-22 22:47:27.343848+00,0,false,Amazon
b1e2a2e8-9254-4ac0-b828-2fd31bf85cf8,cc28f048-85a8-4a33-832f-8493bf2b2131,print,"{""en"":""Felix Jacques Moulin Female Nude""}","{""en"":""Global Gallery Budget GCS-455086-30-142 — Felix Jacques Moulin Female Nude (1856) Gallery Wrap Giclee on Canvas Print Wall Art. Affordable gallery-wrap canvas reproductions and framed options.""}",https://www.amazon.com/Global-Gallery-GCS-455086-30-142-Jacques-Moulin/dp/B01K7QH1Z8/,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/jaques-moulin/prints/000_aaa_moulin_portrait_felix-jacques-moulin_year-1848_vertical_male_bw_w400.webp,Felix Jacques Moulin,2026-05-22 22:47:23.895825+00,0,false,Amazon
b1f8aa3d-6c82-4a99-b65f-7bdcba8b82e9,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""The Crucifixion""}","{""en"":""The Crucifixion — photograph. Reproduction prints and framed options available from Fine Art America.""}",https://fineartamerica.com/featured/the-crucifixion-granger.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/holland-day/prints/holland-day-the-crucifixion-granger_print.webp,Fred Holland Day,2026-05-22 22:47:19.389279+00,0,false,Fine Art America
b2b051c8-965a-4ed7-8619-7136d097d589,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Pictorial Photography in America 1920""}","{""en"":""Pictorial Photography in America 1920 — Kindle Edition. This edition was converted from its physical edition to digital by a community of volunteers; purchase of the Kindle edition includes wireless delivery.""}",https://amzn.to/454huTd,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/hudson-white/books/clarence-hudson-white-pictorial-photographers-of-america_book.webp,Clarence Hudson White,2026-05-22 22:47:17.597361+00,0,false,Amazon
bc1d0228-675a-4fdc-aef1-1d94c96b7f4d,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""Flowing Drapes in Monochrome""}","{""en"":""Flowing Drapes in Monochrome — Cabbage Leaf by Edward Weston. Fine Art America reproduction available as museum-quality prints and framed options.""}",https://fineartamerica.com/featured/flowing-drapes-in-monochromecabbage-leaf-edward-weston.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/edward-weston/prints/edward-weston-flowing-drapes-in-monochromecabbage-leaf_print.webp,Edward Weston,2026-05-22 22:47:30.781973+00,0,false,Fine Art America
c057862b-c94c-4434-8723-2a0541255702,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Sicilien Beautés / Sicilian Beauties""}","{""en"":""Wilhelm von Gloeden, von Plüschow, Galdi — Sicilien Beautés / Sicilian Beauties (French-English edition) — Hardcover (2014). Bilingual illustrated volume featuring classic Sicilian studio portraits and historical commentary.""}",https://amzn.to/48VVKKr,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/wilhelm-von-plueschow/books/wilhelm-von-plueschow-book-sicilien-beauties_book.webp,Wilhelm Von Plueschow,2026-05-22 22:47:30.285221+00,0,false,Amazon
c24aeadf-c723-40c3-b8ce-c7c7800e7a0b,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""The Flame of Recognition""}","{""en"":""Edward Weston: The Flame of Recognition — Sixtieth Anniversary Edition (Paperback, July 1, 2025). A classic monograph bringing together images and excerpts from Weston's writing that present his feeling for life with photographic beauty.""}",https://amzn.to/3MBj7Bv,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/edward-weston/books/edward-weston-the-flame-of-recognition_book.webp,Edward Weston,2026-05-22 22:47:31.78651+00,0,false,Amazon
c697514a-b91f-4963-9f86-ea2bfc2feb86,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""On The Coast In Brittany""}","{""en"":""On The Coast In Brittany — drawing attributed to Artokoloro after Robert Demachy (uploaded Jan 2, 2017). Available as high-quality reproductions and framed prints.""}",https://fineartamerica.com/featured/on-the-coast-in-brittany-robert-demachy-artokoloro.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/robert-demachy/prints/robert-demachy-artokoloro-on-the-coast-in-brittany_print.webp,Robert Demachy,2026-05-22 22:47:20.891742+00,0,false,Fine Art America
c8ad58ff-e859-4da5-9dc3-b3ace5c5f5d2,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Anne Brigman: The Photographer of Enchantment""}","{""en"":""Anne Brigman: The Photographer of Enchantment — Hardcover (June 23, 2020) by Kathleen Pyne. A comprehensive study of Brigman's life and work, tracing her feminist, pictorialist vision and its influence on modern photography.""}",https://amzn.to/4aQsqHK,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/anne-brigmann/books/anne-brigmann-the-photographer-of-enchantment_book.webp,Anne Brigman,2026-05-22 22:47:26.847723+00,0,false,Amazon
cff70686-aab9-4b11-92d8-64e561048525,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""Day — Saint Sebastia""}","{""en"":""Day — Saint Sebastian (c.1906). Photograph uploaded Jun 12, 2017; available as museum-quality prints and decor.""}",https://fineartamerica.com/featured/day-saint-sebastian-c1906-granger.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/holland-day/prints/holland-day-saint-sebastian-c1906-granger_print.webp,Fred Holland Day,2026-05-22 22:47:19.885241+00,0,false,Fine Art America
d4209837-ea88-4091-8fa7-9917be2d1c47,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""Nude Study""}","{""en"":""Nude Study by Jean-Louis-Marie-Eugene Durieu — photograph (uploaded Feb 10, 2023) available as fine art reproductions and prints.""}",https://fineartamerica.com/featured/nude-study-by-jean-louis-marie-eugene-durieu-sad-hill-bizarre-los-angeles-archive.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/eugene-durieu/prints/nude-eugene-durieu.webp,Eugene Durieu,2026-05-22 22:47:33.300457+00,0,false,Fine Art America
